지점,지점명,일시,평균기온(°C),일강수량(mm)
590,과천,2018-05-19,16.8,0
590,과천,2018-05-20,14.8,0
590,과천,2018-05-21,15.8,0
590,과천,2018-05-22,17.3,13.5
590,과천,2018-05-23,17.5,7
590,과천,2018-05-24,17.7,0
590,과천,2018-05-25,18.2,0
590,과천,2018-05-26,19.9,0
590,과천,2018-05-27,19.1,0
590,과천,2018-05-28,21.3,0
590,과천,2018-05-29,20.9,2.5
590,과천,2018-05-30,19.5,0
590,과천,2018-05-31,20.3,0
590,과천,2018-06-01,22.9,0
590,과천,2018-06-02,22.2,0
590,과천,2018-06-03,22.1,0
590,과천,2018-06-04,21.4,0
590,과천,2018-06-05,22.8,0
590,과천,2018-06-06,22.4,0
590,과천,2018-06-07,21.6,0
590,과천,2018-06-08,21.5,0
590,과천,2018-06-09,22.6,.5
590,과천,2018-06-10,21.2,1
590,과천,2018-06-11,19.8,0
590,과천,2018-06-12,20.9,3.5
590,과천,2018-06-13,21.3,0
590,과천,2018-06-14,21.7,3
590,과천,2018-06-15,21.5,.5
590,과천,2018-06-16,21.6,0
590,과천,2018-06-17,21.9,0
590,과천,2018-06-18,24.1,0
590,과천,2018-06-19,21.5,0
590,과천,2018-06-20,22.7,0
590,과천,2018-06-21,23.5,0
590,과천,2018-06-22,24.2,0
590,과천,2018-06-23,23.9,0
590,과천,2018-06-24,25,0
590,과천,2018-06-25,26.3,0
590,과천,2018-06-26,21.8,76.5
590,과천,2018-06-27,22.5,.5
590,과천,2018-06-28,22.8,5.5
590,과천,2018-06-29,24.9,.5
590,과천,2018-06-30,24.5,.5
590,과천,2018-07-01,21.5,86
590,과천,2018-07-02,22.5,80.5
590,과천,2018-07-03,26.8,0
590,과천,2018-07-04,27,0
590,과천,2018-07-05,25.3,9
590,과천,2018-07-06,23.6,0
590,과천,2018-07-07,23.8,0
590,과천,2018-07-08,22.7,0
590,과천,2018-07-09,20.7,11.5
590,과천,2018-07-10,24,6
590,과천,2018-07-11,26.8,2
590,과천,2018-07-12,26.8,0
590,과천,2018-07-13,26.9,0
590,과천,2018-07-14,27.5,0
590,과천,2018-07-15,27.7,0
590,과천,2018-07-16,27.9,0
590,과천,2018-07-17,26.8,0
590,과천,2018-07-18,27.4,0
590,과천,2018-07-19,27.4,0
590,과천,2018-07-20,28.2,0
590,과천,2018-07-21,28.9,0
590,과천,2018-07-22,30.1,0
590,과천,2018-07-23,30.4,0
590,과천,2018-07-24,30.5,0
590,과천,2018-07-25,29.7,0
590,과천,2018-07-26,29.7,0
590,과천,2018-07-27,30.3,0
590,과천,2018-07-28,28.6,6.5
590,과천,2018-07-29,30.5,0
590,과천,2018-07-30,31.1,0
590,과천,2018-07-31,31.2,0
590,과천,2018-08-01,32.6,0
590,과천,2018-08-02,32.4,0
590,과천,2018-08-03,31.9,0
590,과천,2018-08-04,31,0
590,과천,2018-08-05,29.6,.5
590,과천,2018-08-06,29.9,29.5
590,과천,2018-08-07,29.8,0
590,과천,2018-08-08,30.2,0
590,과천,2018-08-09,27.6,3.5
590,과천,2018-08-10,30,0
590,과천,2018-08-11,30.1,0
590,과천,2018-08-12,30,0
590,과천,2018-08-13,29.7,4
590,과천,2018-08-14,30.5,0
590,과천,2018-08-15,31.1,0
590,과천,2018-08-16,29.2,0
590,과천,2018-08-17,26.3,0
590,과천,2018-08-18,24.9,0
590,과천,2018-08-19,26.5,0
590,과천,2018-08-20,27.8,0
590,과천,2018-08-21,25.6,8
590,과천,2018-08-22,29.9,0
590,과천,2018-08-23,28.5,4
590,과천,2018-08-24,23.9,9.5
590,과천,2018-08-25,24.3,0
590,과천,2018-08-26,21.3,2.5
590,과천,2018-08-27,22,27
590,과천,2018-08-28,23.3,131.5
590,과천,2018-08-29,25.9,14
590,과천,2018-08-30,26,5
590,과천,2018-08-31,24.1,1.5
590,과천,2018-09-01,24.9,0
590,과천,2018-09-02,24.5,0
590,과천,2018-09-03,23.5,22.5
590,과천,2018-09-04,23.3,0
590,과천,2018-09-05,23.5,0
590,과천,2018-09-06,22.7,.5
590,과천,2018-09-07,21.1,10
590,과천,2018-09-08,20.1,0
590,과천,2018-09-09,20.3,0
590,과천,2018-09-10,21.1,0
590,과천,2018-09-11,20,0
590,과천,2018-09-12,20.8,0
590,과천,2018-09-13,21.7,0
590,과천,2018-09-14,22,0
590,과천,2018-09-15,21.7,1.5
590,과천,2018-09-16,21.8,1
590,과천,2018-09-17,21.3,0
590,과천,2018-09-18,20.6,0
590,과천,2018-09-19,20.4,.5
590,과천,2018-09-20,18.1,10.5
590,과천,2018-09-21,18.7,17
590,과천,2018-09-22,19.6,2
590,과천,2018-09-23,18.5,0
590,과천,2018-09-24,16.3,0
590,과천,2018-09-25,,0
590,과천,2018-09-26,17.2,0
590,과천,2018-09-27,16.4,0
590,과천,2018-09-28,15.9,0
590,과천,2018-09-29,17.9,0
590,과천,2018-09-30,16.9,0
590,과천,2018-10-01,15.6,0
590,과천,2018-10-02,14.4,0
590,과천,2018-10-03,15,0
590,과천,2018-10-04,17.3,0
590,과천,2018-10-05,,27
590,과천,2018-10-06,,4
590,과천,2018-10-07,15.1,0
590,과천,2018-10-08,12.4,0
590,과천,2018-10-09,13.5,0
590,과천,2018-10-10,12.5,2.5
590,과천,2018-10-11,9.3,0
590,과천,2018-10-12,9.1,0
590,과천,2018-10-13,10.3,0
590,과천,2018-10-14,11.4,0
590,과천,2018-10-15,13.8,0
590,과천,2018-10-16,12.7,0
590,과천,2018-10-17,10.5,0
590,과천,2018-10-18,10.3,0
590,과천,2018-10-19,10.9,0
590,과천,2018-10-20,10.7,0
590,과천,2018-10-21,10.5,0
590,과천,2018-10-22,11.3,0
590,과천,2018-10-23,10.3,5
590,과천,2018-10-24,10.6,0
590,과천,2018-10-25,11.4,0
590,과천,2018-10-26,11.8,11.5
590,과천,2018-10-27,8.9,0
590,과천,2018-10-28,8.2,4.5
590,과천,2018-10-29,6.9,0
590,과천,2018-10-30,5.9,0
590,과천,2018-10-31,6.3,.5
590,과천,2018-11-01,6.3,0
590,과천,2018-11-02,8.2,0
590,과천,2018-11-03,8.8,0
590,과천,2018-11-04,9.4,0
590,과천,2018-11-05,9.7,0
590,과천,2018-11-06,10.6,0
590,과천,2018-11-07,13,1.5
590,과천,2018-11-08,12.6,68
590,과천,2018-11-09,12,.5
590,과천,2018-11-10,10.8,0
590,과천,2018-11-11,7,0
590,과천,2018-11-12,6.6,0
590,과천,2018-11-13,6.5,0
590,과천,2018-11-14,7.2,0
590,과천,2018-11-15,7.6,0
590,과천,2018-11-16,8.2,0
590,과천,2018-11-17,4.4,0
590,과천,2018-11-18,5.2,0
590,과천,2018-11-19,4.9,0
590,과천,2018-11-20,5.5,0
590,과천,2018-11-21,5.2,2.5
590,과천,2018-11-22,2.2,0
590,과천,2018-11-23,.3,0
590,과천,2018-11-24,2.5,0
590,과천,2018-11-25,4.5,0
590,과천,2018-11-26,4.2,0
590,과천,2018-11-27,6.3,0
590,과천,2018-11-28,4,0
590,과천,2018-11-29,2.2,0
590,과천,2018-11-30,1.5,0
590,과천,2018-12-01,3.4,0
590,과천,2018-12-02,6.2,0
590,과천,2018-12-03,11.5,11.5
590,과천,2018-12-04,7,6
590,과천,2018-12-05,.9,0
590,과천,2018-12-06,2.5,0
590,과천,2018-12-07,-6.7,0
590,과천,2018-12-08,-8,0
590,과천,2018-12-09,-7.1,0
590,과천,2018-12-10,-4.1,0
590,과천,2018-12-11,-.5,0
590,과천,2018-12-12,-2.4,0
590,과천,2018-12-13,-2.7,1
590,과천,2018-12-14,-5.9,0
590,과천,2018-12-15,-4.2,0
590,과천,2018-12-16,-.6,0
590,과천,2018-12-17,1.6,0
590,과천,2018-12-18,.7,0
590,과천,2018-12-19,2.5,0
590,과천,2018-12-20,.9,0
590,과천,2018-12-21,3.5,0
590,과천,2018-12-22,5.6,0
590,과천,2018-12-23,2.9,0
590,과천,2018-12-24,-3.2,0
590,과천,2018-12-25,-1.1,0
590,과천,2018-12-26,-1.1,0
590,과천,2018-12-27,-9.5,0
590,과천,2018-12-28,-10.6,0
590,과천,2018-12-29,-7.1,0
590,과천,2018-12-30,-8,0
590,과천,2018-12-31,-7,0
