지점,지점명,일시,평균기온(°C),일강수량(mm)
590,과천,2022-04-01,7.9,0
590,과천,2022-04-02,7.5,0
590,과천,2022-04-03,8.5,0
590,과천,2022-04-04,9.4,0
590,과천,2022-04-05,9.9,0
590,과천,2022-04-06,11.9,0
590,과천,2022-04-07,11.1,0
590,과천,2022-04-08,12,0
590,과천,2022-04-09,17.3,0
590,과천,2022-04-10,16.3,0
590,과천,2022-04-11,18.2,0
590,과천,2022-04-12,18.9,0
590,과천,2022-04-13,11.5,8
590,과천,2022-04-14,11.2,0
590,과천,2022-04-15,11.6,0
590,과천,2022-04-16,11.7,0
590,과천,2022-04-17,13,0
590,과천,2022-04-18,14.6,0
590,과천,2022-04-19,13.5,0
590,과천,2022-04-20,13.5,0
590,과천,2022-04-21,14.8,0
590,과천,2022-04-22,15.1,0
590,과천,2022-04-23,15.9,0
590,과천,2022-04-24,18.5,0
590,과천,2022-04-25,19,1
590,과천,2022-04-26,20.8,6.5
590,과천,2022-04-27,16.5,0
590,과천,2022-04-28,16.6,0
590,과천,2022-04-29,12.9,16
590,과천,2022-04-30,12.5,0
590,과천,2022-05-01,12.2,0
590,과천,2022-05-02,12.6,0
590,과천,2022-05-03,13,0
590,과천,2022-05-04,16.1,0
590,과천,2022-05-05,16.5,0
590,과천,2022-05-06,18,0
590,과천,2022-05-07,17.5,0
590,과천,2022-05-08,14.6,2.5
590,과천,2022-05-09,16.4,0
590,과천,2022-05-10,18,0
590,과천,2022-05-11,18.5,0
590,과천,2022-05-12,19,0
590,과천,2022-05-13,18.2,0
590,과천,2022-05-14,14.6,0
590,과천,2022-05-15,14.7,0
590,과천,2022-05-16,16.3,0
590,과천,2022-05-17,19,0
590,과천,2022-05-18,19.3,2
590,과천,2022-05-19,19.5,0
590,과천,2022-05-20,19,0
590,과천,2022-05-21,19.3,0
590,과천,2022-05-22,19.8,0
590,과천,2022-05-23,21.7,0
590,과천,2022-05-24,21.1,0
590,과천,2022-05-25,19.8,6
590,과천,2022-05-26,18.6,0
590,과천,2022-05-27,19.3,0
590,과천,2022-05-28,20.7,0
590,과천,2022-05-29,21.9,0
590,과천,2022-05-30,20.3,0
590,과천,2022-05-31,18.5,0
590,과천,2022-06-01,19.9,0
590,과천,2022-06-02,20,0
590,과천,2022-06-03,23.3,0
590,과천,2022-06-04,23.4,0
590,과천,2022-06-05,20.9,0
590,과천,2022-06-06,18.9,3.5
590,과천,2022-06-07,19.8,0
590,과천,2022-06-08,19.6,0
590,과천,2022-06-09,19.6,0
590,과천,2022-06-10,19.7,1.5
590,과천,2022-06-11,23.3,0
590,과천,2022-06-12,23,0
590,과천,2022-06-13,23.7,0
590,과천,2022-06-14,21.3,0
590,과천,2022-06-15,17.3,25.5
590,과천,2022-06-16,19.4,1
590,과천,2022-06-17,21.5,0
590,과천,2022-06-18,22.5,0
590,과천,2022-06-19,22.9,0
590,과천,2022-06-20,24,0
590,과천,2022-06-21,25.6,0
590,과천,2022-06-22,24.9,0
590,과천,2022-06-23,23.3,87
590,과천,2022-06-24,22.6,21
590,과천,2022-06-25,26,0
590,과천,2022-06-26,26.5,0
590,과천,2022-06-27,26.1,8
590,과천,2022-06-28,27,3
590,과천,2022-06-29,24.8,39.5
590,과천,2022-06-30,21.9,148
590,과천,2022-07-01,26.4,.5
590,과천,2022-07-02,27.6,0
590,과천,2022-07-03,27.8,0
590,과천,2022-07-04,28.1,0
590,과천,2022-07-05,27.4,0
590,과천,2022-07-06,28,25
590,과천,2022-07-07,27.4,0
590,과천,2022-07-08,26.1,.5
590,과천,2022-07-09,26.3,0
590,과천,2022-07-10,28,0
590,과천,2022-07-11,26,2
590,과천,2022-07-12,25.8,0
590,과천,2022-07-13,24.1,152.5
590,과천,2022-07-14,25.1,.5
590,과천,2022-07-15,25.1,0
590,과천,2022-07-16,25.4,0
590,과천,2022-07-17,25.2,0
590,과천,2022-07-18,25,0
590,과천,2022-07-19,26.2,0
590,과천,2022-07-20,26.6,.5
590,과천,2022-07-21,22.6,17.5
590,과천,2022-07-22,23.5,20
590,과천,2022-07-23,23.5,18.5
590,과천,2022-07-24,25.1,1.5
590,과천,2022-07-25,26.4,0
590,과천,2022-07-26,27.6,0
590,과천,2022-07-27,27.3,0
590,과천,2022-07-28,28,0
590,과천,2022-07-29,29,0
590,과천,2022-07-30,29.7,0
590,과천,2022-07-31,26.3,31
590,과천,2022-08-01,28.3,30.5
590,과천,2022-08-02,,14
590,과천,2022-08-03,27.5,21
590,과천,2022-08-04,28.3,0
590,과천,2022-08-05,28.4,0
590,과천,2022-08-06,27.7,7
590,과천,2022-08-07,28.2,.5
590,과천,2022-08-08,,69
590,과천,2022-08-09,,42.5
590,과천,2022-08-10,23.9,8
590,과천,2022-08-11,24.3,37
590,과천,2022-08-12,26.1,0
590,과천,2022-08-13,24.5,2
590,과천,2022-08-14,26.9,3
590,과천,2022-08-15,27.8,3
590,과천,2022-08-16,25.7,0
590,과천,2022-08-17,24.3,0
590,과천,2022-08-18,24.6,0
590,과천,2022-08-19,25.2,26.5
590,과천,2022-08-20,27.7,.5
590,과천,2022-08-21,26.8,0
590,과천,2022-08-22,25.6,0
590,과천,2022-08-23,24.3,4
590,과천,2022-08-24,23.1,0
590,과천,2022-08-25,20.3,2
590,과천,2022-08-26,22.8,0
590,과천,2022-08-27,20.9,2.5
590,과천,2022-08-28,20.7,0
590,과천,2022-08-29,19.6,3.5
590,과천,2022-08-30,18.8,31
590,과천,2022-08-31,20.5,0
590,과천,2022-09-01,22,0
590,과천,2022-09-02,22.8,0
590,과천,2022-09-03,23.4,0
590,과천,2022-09-04,22.5,15.5
590,과천,2022-09-05,19,128.5
590,과천,2022-09-06,20.7,34
590,과천,2022-09-07,21,0
590,과천,2022-09-08,20.9,0
590,과천,2022-09-09,21.6,0
590,과천,2022-09-10,20.8,0
590,과천,2022-09-11,21.1,0
590,과천,2022-09-12,22.3,0
590,과천,2022-09-13,22.9,0
590,과천,2022-09-14,23.9,0
590,과천,2022-09-15,24.4,0
590,과천,2022-09-16,25.3,3.5
590,과천,2022-09-17,24.7,1.5
590,과천,2022-09-18,26.2,0
590,과천,2022-09-19,23.9,0
590,과천,2022-09-20,18,0
590,과천,2022-09-21,16.6,0
590,과천,2022-09-22,17.8,0
590,과천,2022-09-23,16.1,1
590,과천,2022-09-24,16.8,0
590,과천,2022-09-25,18,0
590,과천,2022-09-26,17.6,0
590,과천,2022-09-27,17.9,0
590,과천,2022-09-28,18,0
590,과천,2022-09-29,18.4,0
590,과천,2022-09-30,18.7,0
590,과천,2022-10-01,18.8,0
590,과천,2022-10-02,18.7,8
590,과천,2022-10-03,21.6,62.5
590,과천,2022-10-04,,15
590,과천,2022-10-05,15.8,0
590,과천,2022-10-06,15.6,0
590,과천,2022-10-07,14.2,0
590,과천,2022-10-08,14.1,0
590,과천,2022-10-09,12.8,14
590,과천,2022-10-10,10,4.5
590,과천,2022-10-11,10.6,0
590,과천,2022-10-12,11.7,0
590,과천,2022-10-13,13.8,0
590,과천,2022-10-14,15.5,0
590,과천,2022-10-15,16.5,0
590,과천,2022-10-16,16,0
590,과천,2022-10-17,11.4,0
590,과천,2022-10-18,7.7,0
590,과천,2022-10-19,8,0
590,과천,2022-10-20,10.1,0
590,과천,2022-10-21,11.5,0
590,과천,2022-10-22,13.8,0
590,과천,2022-10-23,13.8,0
590,과천,2022-10-24,9.1,0
590,과천,2022-10-25,8.5,0
590,과천,2022-10-26,10.4,0
590,과천,2022-10-27,11.7,0
590,과천,2022-10-28,10.9,0
590,과천,2022-10-29,11.8,0
590,과천,2022-10-30,12.1,0
590,과천,2022-10-31,12.9,0
