지점,지점명,일시,평균기온(°C),일강수량(mm)
590,과천,2020-10-09,15.9,0
590,과천,2020-10-10,15,0
590,과천,2020-10-11,14.9,0
590,과천,2020-10-12,15.2,0
590,과천,2020-10-13,11.6,0
590,과천,2020-10-14,11.9,0
590,과천,2020-10-15,10.2,0
590,과천,2020-10-16,10.3,0
590,과천,2020-10-17,11.3,0
590,과천,2020-10-18,11.7,0
590,과천,2020-10-19,12.9,0
590,과천,2020-10-20,12.4,0
590,과천,2020-10-21,12.4,0
590,과천,2020-10-22,13.8,0
590,과천,2020-10-23,9,0
590,과천,2020-10-24,8.9,0
590,과천,2020-10-25,9.9,0
590,과천,2020-10-26,10.5,0
590,과천,2020-10-27,12.2,0
590,과천,2020-10-28,13.5,0
590,과천,2020-10-29,9.1,0
590,과천,2020-10-30,9.7,0
590,과천,2020-10-31,12.1,0
590,과천,2020-11-01,13.1,10
590,과천,2020-11-02,10.6,1
590,과천,2020-11-03,6.2,1
590,과천,2020-11-04,5.3,0
590,과천,2020-11-05,8.3,0
590,과천,2020-11-06,12.9,0
590,과천,2020-11-07,14.9,0
590,과천,2020-11-08,9.6,0
590,과천,2020-11-09,5.7,0
590,과천,2020-11-10,6.6,0
590,과천,2020-11-11,7.1,0
590,과천,2020-11-12,8.4,0
590,과천,2020-11-13,9.9,0
590,과천,2020-11-14,9.9,0
590,과천,2020-11-15,9.2,0
590,과천,2020-11-16,9.8,0
590,과천,2020-11-17,14.8,0
590,과천,2020-11-18,17.4,6.5
590,과천,2020-11-19,14.2,79
590,과천,2020-11-20,3.7,0
590,과천,2020-11-21,6.5,0
590,과천,2020-11-22,6.4,4.5
590,과천,2020-11-23,2,0
590,과천,2020-11-24,2.8,0
590,과천,2020-11-25,4.2,0
590,과천,2020-11-26,4.8,0
590,과천,2020-11-27,4.8,0
590,과천,2020-11-28,.9,0
590,과천,2020-11-29,-.1,0
590,과천,2020-11-30,-.8,0
590,과천,2020-12-01,.8,0
590,과천,2020-12-02,2.6,0
590,과천,2020-12-03,1.4,0
590,과천,2020-12-04,-.8,0
590,과천,2020-12-05,1.4,0
590,과천,2020-12-06,3.2,0
590,과천,2020-12-07,4.1,0
590,과천,2020-12-08,-1,0
590,과천,2020-12-09,.2,0
590,과천,2020-12-10,5.3,0
590,과천,2020-12-11,4.6,0
590,과천,2020-12-12,1.8,0
590,과천,2020-12-13,-.8,1.5
590,과천,2020-12-14,-6.4,0
590,과천,2020-12-15,-6.8,0
590,과천,2020-12-16,-7.1,0
590,과천,2020-12-17,-5.3,0
590,과천,2020-12-18,-1.3,.5
590,과천,2020-12-19,-4.8,0
590,과천,2020-12-20,-4.4,0
590,과천,2020-12-21,-3,0
590,과천,2020-12-22,.8,0
590,과천,2020-12-23,4.3,0
590,과천,2020-12-24,3.6,0
590,과천,2020-12-25,-1.2,0
590,과천,2020-12-26,1.8,0
590,과천,2020-12-27,4.1,0
590,과천,2020-12-28,5.3,1
590,과천,2020-12-29,-.2,0
590,과천,2020-12-30,-9.7,0
590,과천,2020-12-31,-7.8,0
